file,row,seance,size_bytes,dark_pixels,total_pixels,density
row18_seance2.jpg,18,2,4594,1464,11872,0.1233
row81_seance1.jpg,81,1,10668,3779,30296,0.1247
row27_seance7.jpg,27,7,6090,1515,12040,0.1258
row7_seance1.jpg,7,1,11049,3945,30837,0.1279
row6_seance1.jpg,6,1,4722,1513,11816,0.128
row4_seance1.jpg,4,1,9754,3959,30894,0.1281
row31_seance6.jpg,31,6,6411,1515,11816,0.1282
row34_seance10.jpg,34,10,5358,1511,11770,0.1284
row18_seance9.jpg,18,9,5195,1534,11872,0.1292
row26_seance3.jpg,26,3,5849,1536,11872,0.1294
row83_seance1.jpg,83,1,10979,3855,29755,0.1296
row28_seance1.jpg,28,1,11312,3860,29755,0.1297
row1_seance5.jpg,1,5,2468,610,4698,0.1298
row11_seance1.jpg,11,1,10906,3950,30352,0.1301
row16_seance5.jpg,16,5,6031,1559,11928,0.1307
row62_seance8.jpg,62,8,6292,1574,12040,0.1307
row12_seance1.jpg,12,1,10232,3969,30352,0.1308
row22_seance6.jpg,22,6,5534,1580,11984,0.1318
row2_seance8.jpg,2,8,5085,1582,11984,0.132
row52_seance4.jpg,52,4,5360,1586,11984,0.1323
row12_seance2.jpg,12,2,3086,817,6160,0.1326
row33_seance2.jpg,33,2,5652,1609,12084,0.1332
row33_seance7.jpg,33,7,6501,1632,12255,0.1332
row42_seance8.jpg,42,8,6184,1606,12040,0.1334
row33_seance6.jpg,33,6,5912,1615,12027,0.1343
row48_seance4.jpg,48,4,5668,1634,12141,0.1346
row9_seance5.jpg,9,5,5915,1529,11342,0.1348
row58_seance3.jpg,58,3,2910,645,4760,0.1355
row10_seance3.jpg,10,3,5959,1607,11715,0.1372
row1_seance2.jpg,1,2,5776,1564,11394,0.1373
row2_seance4.jpg,2,4,5836,1645,11984,0.1373
row52_seance6.jpg,52,6,5713,1634,11816,0.1383
row72_seance9.jpg,72,9,5907,1627,11760,0.1384
row40_seance1.jpg,40,1,12249,4210,30296,0.139
row59_seance8.jpg,59,8,5789,1674,12040,0.139
row69_seance2.jpg,69,2,5485,1674,11872,0.141
row10_seance7.jpg,10,7,4721,1157,8195,0.1412
row16_seance1.jpg,16,1,11106,4318,30352,0.1423
row50_seance2.jpg,50,2,5604,1700,11928,0.1425
row52_seance8.jpg,52,8,2906,708,4928,0.1437
row59_seance2.jpg,59,2,5789,1700,11816,0.1439
row5_seance3.jpg,5,3,5862,1690,11715,0.1443
row66_seance4.jpg,66,4,5907,1712,11825,0.1448
row24_seance3.jpg,24,3,6066,1723,11872,0.1451
row15_seance3.jpg,15,3,5680,1738,11928,0.1457
row51_seance6.jpg,51,6,6398,1736,11816,0.1469
row12_seance4.jpg,12,4,5947,1745,11872,0.147
row55_seance1.jpg,55,1,13410,4483,30408,0.1474
row44_seance7.jpg,44,7,5776,1779,12040,0.1478
row50_seance4.jpg,50,4,5532,1794,11984,0.1497
row25_seance8.jpg,25,8,6100,1813,12040,0.1506
row3_seance3.jpg,3,3,5982,1772,11715,0.1513
row69_seance4.jpg,69,4,6248,1836,12040,0.1525
row66_seance2.jpg,66,2,6242,1780,11660,0.1527
row49_seance6.jpg,49,6,6135,1766,11550,0.1529
row27_seance3.jpg,27,3,6219,1819,11872,0.1532
row72_seance4.jpg,72,4,6078,1846,12040,0.1533
row43_seance6.jpg,43,6,5773,1790,11605,0.1542
row6_seance2.jpg,6,2,5869,1841,11928,0.1543
row36_seance4.jpg,36,4,6432,1853,11984,0.1546
row47_seance3.jpg,47,3,3092,650,4200,0.1548
row68_seance1.jpg,68,1,13283,4630,29645,0.1562
row19_seance1.jpg,19,1,11313,4773,30352,0.1573
row10_seance6.jpg,10,6,2332,521,3300,0.1579
row13_seance5.jpg,13,5,5099,1446,9130,0.1584
row49_seance8.jpg,49,8,4554,1264,7975,0.1585
row9_seance3.jpg,9,3,6109,1798,11342,0.1585
row70_seance1.jpg,70,1,14045,4822,30240,0.1595
row77_seance10.jpg,77,10,7317,1957,12208,0.1603
row84_seance8.jpg,84,8,5881,1948,12096,0.161
row9_seance2.jpg,9,2,5642,1821,11289,0.1613
row28_seance7.jpg,28,7,6932,1925,11825,0.1628
row9_seance6.jpg,9,6,6419,1833,11236,0.1631
row84_seance9.jpg,84,9,6880,1935,11816,0.1638
row52_seance7.jpg,52,7,3666,1120,6832,0.1639
row44_seance4.jpg,44,4,5944,1985,12040,0.1649
row11_seance8.jpg,11,8,6031,1996,12096,0.165
row11_seance3.jpg,11,3,6443,1972,11928,0.1653
row51_seance7.jpg,51,7,6829,1993,12040,0.1655
row26_seance4.jpg,26,4,6296,1985,11984,0.1656
row29_seance10.jpg,29,10,2591,687,4144,0.1658
row2_seance3.jpg,2,3,6198,1985,11928,0.1664
row23_seance5.jpg,23,5,5980,1997,11984,0.1666
row58_seance10.jpg,58,10,6580,1958,11704,0.1673
row25_seance4.jpg,25,4,6068,2011,11984,0.1678
row42_seance4.jpg,42,4,6963,2011,11984,0.1678
row34_seance8.jpg,34,8,3620,1026,6105,0.1681
row18_seance8.jpg,18,8,5707,2035,12096,0.1682
row31_seance5.jpg,31,5,6634,2027,12040,0.1684
row21_seance3.jpg,21,3,5876,2022,11928,0.1695
row16_seance3.jpg,16,3,6441,2029,11872,0.1709
row30_seance9.jpg,30,9,6951,2077,12084,0.1719
row27_seance6.jpg,27,6,6435,2033,11816,0.1721
row30_seance8.jpg,30,8,6915,2100,12198,0.1722
row44_seance2.jpg,44,2,6293,2057,11928,0.1725
row28_seance4.jpg,28,4,5964,2031,11770,0.1726
row48_seance7.jpg,48,7,6906,2123,12255,0.1732
row23_seance3.jpg,23,3,2827,710,4088,0.1737
row58_seance9.jpg,58,9,6581,2105,12096,0.174
row25_seance5.jpg,25,5,5890,2099,12040,0.1743
row60_seance4.jpg,60,4,6344,2106,12040,0.1749
row7_seance6.jpg,7,6,2902,831,4731,0.1756
row22_seance3.jpg,22,3,6366,2104,11928,0.1764
row78_seance8.jpg,78,8,5236,1626,9184,0.177
row4_seance3.jpg,4,3,6587,2143,12084,0.1773
row49_seance7.jpg,49,7,2719,645,3630,0.1777
row47_seance5.jpg,47,5,6856,2144,12040,0.1781
row24_seance9.jpg,24,9,6011,2129,11928,0.1785
row34_seance1.jpg,34,1,15939,5336,29810,0.179
row57_seance10.jpg,57,10,7094,2167,12100,0.1791
row14_seance1.jpg,14,1,13166,5444,30352,0.1794
row73_seance4.jpg,73,4,6435,2160,12040,0.1794
row20_seance1.jpg,20,1,12917,5448,30352,0.1795
row43_seance7.jpg,43,7,7124,2122,11825,0.1795
row51_seance4.jpg,51,4,7023,2151,11984,0.1795
row59_seance4.jpg,59,4,6365,2176,12096,0.1799
row15_seance5.jpg,15,5,6359,2157,11928,0.1808
row41_seance10.jpg,41,10,6165,1850,10192,0.1815
row31_seance4.jpg,31,4,6202,2190,12040,0.1819
row34_seance5.jpg,34,5,6330,2156,11825,0.1823
row17_seance3.jpg,17,3,6418,2128,11660,0.1825
row68_seance8.jpg,68,8,5283,2159,11825,0.1826
row32_seance4.jpg,32,4,6026,2164,11825,0.183
row59_seance9.jpg,59,9,7226,2153,11760,0.1831
row69_seance8.jpg,69,8,6870,2205,12040,0.1831
row19_seance3.jpg,19,3,6924,2175,11872,0.1832
row54_seance7.jpg,54,7,4031,1209,6600,0.1832
row47_seance9.jpg,47,9,4125,1278,6944,0.184
row26_seance5.jpg,26,5,6412,2217,12040,0.1841
row86_seance10.jpg,86,10,7822,2197,11935,0.1841
row17_seance5.jpg,17,5,6538,2178,11770,0.185
row70_seance4.jpg,70,4,6127,2228,12040,0.185
row22_seance5.jpg,22,5,6450,2222,11928,0.1863
row58_seance5.jpg,58,5,6307,2244,12040,0.1864
row36_seance6.jpg,36,6,6924,2213,11816,0.1873
row12_seance6.jpg,12,6,6730,2237,11928,0.1875
row41_seance6.jpg,41,6,6885,2205,11760,0.1875
row24_seance4.jpg,24,4,6294,2253,11984,0.188
row33_seance5.jpg,33,5,6798,2304,12255,0.188
row54_seance4.jpg,54,4,6281,2213,11770,0.188
row86_seance9.jpg,86,9,7443,2182,11605,0.188
row14_seance6.jpg,14,6,6242,2254,11984,0.1881
row6_seance5.jpg,6,5,4861,1479,7840,0.1886
row21_seance5.jpg,21,5,6454,2254,11928,0.189
row68_seance9.jpg,68,9,5538,2196,11605,0.1892
row3_seance5.jpg,3,5,6643,2225,11715,0.1899
row83_seance10.jpg,83,10,7194,2080,10945,0.19
row82_seance9.jpg,82,9,7071,2287,12027,0.1902
row30_seance4.jpg,30,4,6724,2336,12255,0.1906
row49_seance4.jpg,49,4,6712,2244,11770,0.1907
row78_seance4.jpg,78,4,6683,2296,12040,0.1907
row44_seance6.jpg,44,6,6270,2254,11816,0.1908
row53_seance4.jpg,53,4,6660,2287,11984,0.1908
row1_seance6.jpg,1,6,4270,1261,6588,0.1914
row58_seance6.jpg,58,6,6489,2264,11816,0.1916
row64_seance4.jpg,64,4,6825,2317,12040,0.1924
row23_seance6.jpg,23,6,6708,2318,12040,0.1925
row45_seance1.jpg,45,1,14936,5859,30352,0.193
row69_seance9.jpg,69,9,7131,2271,11760,0.1931
row14_seance3.jpg,14,3,6692,2295,11872,0.1933
row28_seance5.jpg,28,5,6704,2296,11825,0.1942
row20_seance3.jpg,20,3,6508,2318,11928,0.1943
row43_seance4.jpg,43,4,7774,2289,11770,0.1945
row86_seance8.jpg,86,8,6983,2313,11880,0.1947
row20_seance5.jpg,20,5,6576,2336,11984,0.1949
row64_seance1.jpg,64,1,16722,5883,30184,0.1949
row14_seance5.jpg,14,5,6424,2333,11928,0.1956
row1_seance4.jpg,1,4,6576,2264,11556,0.1959
row13_seance6.jpg,13,6,6756,2285,11660,0.196
row41_seance4.jpg,41,4,6768,2349,11984,0.196
row75_seance5.jpg,75,5,6732,2285,11660,0.196
row65_seance4.jpg,65,4,6820,2362,12040,0.1962
row4_seance4.jpg,4,4,7697,2408,12255,0.1965
row3_seance6.jpg,3,6,7094,2304,11715,0.1967
row74_seance9.jpg,74,9,8278,2368,12040,0.1967
row3_seance7.jpg,3,7,7267,2321,11715,0.1981
row73_seance1.jpg,73,1,15394,5997,30240,0.1983
row5_seance5.jpg,5,5,7060,2326,11715,0.1985
row34_seance6.jpg,34,6,6807,2349,11825,0.1986
row69_seance1.jpg,69,1,16483,6022,30184,0.1995
row67_seance4.jpg,67,4,7682,2446,12255,0.1996
row56_seance2.jpg,56,2,7173,2375,11816,0.201
row80_seance5.jpg,80,5,6662,2388,11872,0.2011
row23_seance1.jpg,23,1,15592,6099,30296,0.2013
row75_seance4.jpg,75,4,6887,2391,11880,0.2013
row15_seance4.jpg,15,4,7027,2426,12040,0.2015
row39_seance3.jpg,39,3,6656,2426,12040,0.2015
row6_seance4.jpg,6,4,2636,792,3920,0.202
row64_seance2.jpg,64,2,6929,2399,11872,0.2021
row2_seance9.jpg,2,9,6425,2413,11928,0.2023
row38_seance4.jpg,38,4,6968,2426,11984,0.2024
row53_seance5.jpg,53,5,6795,2451,12096,0.2026
row33_seance4.jpg,33,4,6882,2477,12198,0.2031
row61_seance4.jpg,61,4,6673,2478,12096,0.2049
row17_seance4.jpg,17,4,6651,2424,11825,0.205
row12_seance7.jpg,12,7,7504,2459,11984,0.2052
row73_seance5.jpg,73,5,6967,2441,11872,0.2056
row55_seance8.jpg,55,8,6303,2493,12096,0.2061
row67_seance9.jpg,67,9,8150,2456,11913,0.2062
row10_seance5.jpg,10,5,5434,1737,8415,0.2064
row63_seance10.jpg,63,10,7871,2543,12320,0.2064
row80_seance4.jpg,80,4,6896,2506,12096,0.2072
row21_seance4.jpg,21,4,6538,2505,12040,0.2081
row35_seance5.jpg,35,5,7488,2524,12096,0.2087
row84_seance4.jpg,84,4,7050,2524,12096,0.2087
row29_seance4.jpg,29,4,6605,2502,11984,0.2088
row55_seance4.jpg,55,4,6684,2503,11984,0.2089
row41_seance7.jpg,41,7,7323,2518,12040,0.2091
row14_seance7.jpg,14,7,7037,2492,11872,0.2099
row22_seance4.jpg,22,4,6854,2539,12096,0.2099
row53_seance6.jpg,53,6,6856,2469,11760,0.2099
row77_seance8.jpg,77,8,7983,2527,12040,0.2099
row65_seance5.jpg,65,5,7031,2493,11872,0.21
row12_seance5.jpg,12,5,7151,2534,12040,0.2105
row67_seance2.jpg,67,2,7717,2551,12084,0.2111
row10_seance4.jpg,10,4,2503,662,3135,0.2112
row20_seance4.jpg,20,4,6668,2544,12040,0.2113
row20_seance8.jpg,20,8,7767,2569,12152,0.2114
row16_seance4.jpg,16,4,7129,2568,12096,0.2123
row18_seance3.jpg,18,3,6892,2520,11872,0.2123
row27_seance4.jpg,27,4,6423,2545,11984,0.2124
row7_seance5.jpg,7,5,7262,2593,12198,0.2126
row3_seance4.jpg,3,4,6923,2504,11770,0.2127
row49_seance5.jpg,49,5,7161,2539,11880,0.2137
row68_seance4.jpg,68,4,5126,2528,11825,0.2138
row13_seance8.jpg,13,8,6987,2497,11660,0.2142
row29_seance5.jpg,29,5,6979,2585,12040,0.2147
row35_seance4.jpg,35,4,7161,2576,11984,0.215
row46_seance6.jpg,46,6,7414,2496,11605,0.2151
row18_seance4.jpg,18,4,6195,2596,12040,0.2156
row71_seance4.jpg,71,4,6890,2608,12096,0.2156
row5_seance4.jpg,5,4,7087,2551,11825,0.2157
row38_seance5.jpg,38,5,6820,2598,12040,0.2158
row36_seance7.jpg,36,7,7572,2599,12040,0.2159
row84_seance5.jpg,84,5,7012,2567,11872,0.2162
row81_seance5.jpg,81,5,7101,2570,11872,0.2165
row11_seance4.jpg,11,4,7590,2596,11984,0.2166
row82_seance8.jpg,82,8,7275,2667,12255,0.2176
row78_seance10.jpg,78,10,5404,1787,8176,0.2186
row40_seance4.jpg,40,4,6650,2621,11984,0.2187
row4_seance9.jpg,4,9,8193,2646,12084,0.219
row60_seance9.jpg,60,9,4200,1351,6160,0.2193
row85_seance9.jpg,85,9,8765,2593,11816,0.2194
row28_seance8.jpg,28,8,7281,2584,11770,0.2195
row38_seance7.jpg,38,7,7441,2650,12040,0.2201
row34_seance7.jpg,34,7,3848,1163,5280,0.2203
row64_seance5.jpg,64,5,7123,2617,11872,0.2204
row6_seance3.jpg,6,3,6998,2656,11984,0.2216
row67_seance8.jpg,67,8,8374,2734,12312,0.2221
row80_seance8.jpg,80,8,7148,2700,12096,0.2232
row56_seance4.jpg,56,4,7861,2706,12096,0.2237
row37_seance2.jpg,37,2,7566,2671,11928,0.2239
row54_seance8.jpg,54,8,7291,2650,11825,0.2241
row46_seance4.jpg,46,4,7110,2639,11770,0.2242
row70_seance5.jpg,70,5,6826,2671,11872,0.225
row81_seance4.jpg,81,4,6923,2711,12040,0.2252
row74_seance4.jpg,74,4,4048,1401,6216,0.2254
row61_seance5.jpg,61,5,7050,2670,11816,0.226
row10_seance10.jpg,10,10,7429,2684,11825,0.227
row45_seance6.jpg,45,6,7261,2682,11816,0.227
row7_seance7.jpg,7,7,4905,1645,7239,0.2272
row77_seance4.jpg,77,4,7213,2741,12040,0.2277
row74_seance10.jpg,74,10,8503,2696,11816,0.2282
row14_seance4.jpg,14,4,7581,2760,12040,0.2292
row8_seance4.jpg,8,4,7411,2703,11770,0.2297
row56_seance7.jpg,56,7,7880,2721,11816,0.2303
row56_seance6.jpg,56,6,7782,2769,11984,0.2311
row77_seance9.jpg,77,9,8472,2735,11816,0.2315
row79_seance9.jpg,79,9,7920,2712,11605,0.2337
row13_seance1.jpg,13,1,17938,6975,29810,0.234
row63_seance8.jpg,63,8,7595,2827,12040,0.2348
row60_seance8.jpg,60,8,4236,1330,5656,0.2351
row35_seance7.jpg,35,7,8636,2833,12040,0.2353
row37_seance4.jpg,37,4,7186,2822,11984,0.2355
row39_seance4.jpg,39,4,7850,2844,12040,0.2362
row20_seance10.jpg,20,10,8425,2854,12040,0.237
row12_seance8.jpg,12,8,8266,2828,11872,0.2382
row2_seance1.jpg,2,1,17477,7262,30296,0.2397
row40_seance5.jpg,40,5,7294,2902,12096,0.2399
row11_seance9.jpg,11,9,7103,2841,11816,0.2404
row83_seance8.jpg,83,8,8242,2877,11880,0.2422
row19_seance4.jpg,19,4,4978,1819,7504,0.2424
row38_seance6.jpg,38,6,7028,2877,11816,0.2435
row23_seance2.jpg,23,2,7466,2914,11928,0.2443
row13_seance4.jpg,13,4,2326,605,2475,0.2444
row34_seance9.jpg,34,9,7879,2893,11825,0.2447
row46_seance7.jpg,46,7,8329,2894,11825,0.2447
row8_seance7.jpg,8,7,7876,2896,11770,0.246
row28_seance9.jpg,28,9,8343,2885,11715,0.2463
row61_seance9.jpg,61,9,8705,2897,11760,0.2463
row85_seance4.jpg,85,4,8742,2979,12096,0.2463
row76_seance5.jpg,76,5,4128,1478,5992,0.2467
row75_seance9.jpg,75,9,8837,2871,11605,0.2474
row79_seance8.jpg,79,8,8272,2939,11880,0.2474
row35_seance6.jpg,35,6,8738,2938,11816,0.2486
row85_seance8.jpg,85,8,9196,3016,12040,0.2505
row8_seance8.jpg,8,8,8578,2926,11660,0.2509
row26_seance6.jpg,26,6,8980,2986,11816,0.2527
row32_seance7.jpg,32,7,8031,2977,11770,0.2529
row55_seance7.jpg,55,7,7482,2993,11760,0.2545
row83_seance9.jpg,83,9,8467,2963,11605,0.2553
row23_seance9.jpg,23,9,7802,3083,12040,0.2561
row24_seance8.jpg,24,8,7698,3072,11984,0.2563
row83_seance4.jpg,83,4,7566,3052,11825,0.2581
row47_seance7.jpg,47,7,7996,3063,11816,0.2592
row72_seance8.jpg,72,8,7799,3127,12040,0.2597
row17_seance8.jpg,17,8,7429,3088,11880,0.2599
row4_seance8.jpg,4,8,8569,3195,12255,0.2607
row53_seance7.jpg,53,7,7692,3164,12096,0.2616
row63_seance9.jpg,63,9,7764,3079,11760,0.2618
row16_seance7.jpg,16,7,9099,3109,11872,0.2619
row82_seance4.jpg,82,4,8079,3229,12255,0.2635
row1_seance7.jpg,1,7,7826,3032,11502,0.2636
row29_seance9.jpg,29,9,2946,1198,4536,0.2641
row42_seance5.jpg,42,5,4361,1792,6776,0.2645
row32_seance6.jpg,32,6,6992,3074,11605,0.2649
row54_seance6.jpg,54,6,3539,1268,4785,0.265
row71_seance9.jpg,71,9,7481,3131,11760,0.2662
row26_seance7.jpg,26,7,9566,3211,12040,0.2667
row39_seance5.jpg,39,5,8868,3159,11816,0.2673
row37_seance8.jpg,37,8,8181,3229,12040,0.2682
row86_seance4.jpg,86,4,7711,3171,11825,0.2682
row76_seance4.jpg,76,4,4476,1579,5824,0.2711
row37_seance7.jpg,37,7,7628,3206,11816,0.2713
row16_seance6.jpg,16,6,9096,3261,11984,0.2721
row13_seance2.jpg,13,2,8334,3159,11605,0.2722
row71_seance8.jpg,71,8,8161,3287,12040,0.273
row20_seance9.jpg,20,9,8752,3250,11872,0.2738
row74_seance2.jpg,74,2,9264,3264,11816,0.2762
row45_seance7.jpg,45,7,7719,3325,11984,0.2775
row85_seance2.jpg,85,2,9733,3301,11872,0.278
row13_seance9.jpg,13,9,7689,3244,11660,0.2782
row61_seance8.jpg,61,8,8296,3359,12040,0.279
row45_seance4.jpg,45,4,8475,3375,11984,0.2816
row80_seance9.jpg,80,9,8066,3331,11816,0.2819
row39_seance6.jpg,39,6,8915,3402,12040,0.2826
row17_seance9.jpg,17,9,7967,3295,11605,0.2839
row8_seance2.jpg,8,2,7959,3305,11605,0.2848
row60_seance10.jpg,60,10,5223,1720,5992,0.287
row76_seance2.jpg,76,2,8134,3437,11872,0.2895
row47_seance8.jpg,47,8,3691,1413,4872,0.29
row75_seance8.jpg,75,8,9012,3444,11825,0.2912
row19_seance5.jpg,19,5,3818,1269,4312,0.2943
row23_seance10.jpg,23,10,7793,3523,11872,0.2967
row57_seance4.jpg,57,4,7959,3542,11825,0.2995
row34_seance2.jpg,34,2,4859,1781,5940,0.2998
row79_seance4.jpg,79,4,8849,3582,11880,0.3015
row7_seance10.jpg,7,10,9521,3739,12255,0.3051
row76_seance10.jpg,76,10,3628,1649,5376,0.3067
row42_seance6.jpg,42,6,4014,1560,5040,0.3095
row34_seance3.jpg,34,3,4386,1707,5500,0.3104
row74_seance5.jpg,74,5,4376,1756,5656,0.3105
row63_seance4.jpg,63,4,9222,3784,12096,0.3128
row5_seance7.jpg,5,7,8893,3661,11660,0.314
row28_seance6.jpg,28,6,8511,3714,11605,0.32
row5_seance6.jpg,5,6,9090,3824,11715,0.3264
row7_seance3.jpg,7,3,5240,2162,6555,0.3298
row57_seance6.jpg,57,6,9672,3908,11770,0.332
row13_seance3.jpg,13,3,9049,3926,11715,0.3351
row76_seance9.jpg,76,9,8502,4118,12040,0.342
row57_seance7.jpg,57,7,9699,4137,11550,0.3582
row7_seance2.jpg,7,2,9993,4320,12027,0.3592
row1_seance8.jpg,1,8,9696,4226,11502,0.3674
row29_seance6.jpg,29,6,3801,1844,4984,0.37
row15_seance9.jpg,15,9,9619,4600,11816,0.3893
row15_seance8.jpg,15,8,9500,4864,12096,0.4021
row7_seance4.jpg,7,4,5230,2379,5358,0.444
row8_seance3.jpg,8,3,8754,5564,11715,0.4749
row29_seance8.jpg,29,8,2134,1521,1680,0.9054
